status_type_3,chara_id_14,status_rate_5,chara_id_16,chara_id_19,status_rate_3,chara_id_17,chara_id_1,status_type_4,chara_id_13,status_type_1,chara_id_5,status_type_2,chara_id_7,chara_id_2,chara_id_9,chara_id_18,unlock_story_name,chara_id_3,chara_id_6,chara_id_10,chara_id_20,chara_id_15,chara_id_11,status_type_5,chara_id_12,status_rate_1,story_id,chara_id_8,status_rate_2,status_rate_4,chara_id_4
0,0,0,0,0,0,0,1001,0,0,2,1287,0,0,1087,0,0,日和莉的小故事第2话,1801,0,0,0,0,0,0,0,15,1001002,0,0,0,1224
0,0,0,0,0,0,0,1001,0,0,2,1287,0,0,1087,0,0,日和莉的小故事第3话,1801,0,0,0,0,0,0,0,30,1001003,0,0,0,1224
0,0,0,0,0,0,0,1001,0,0,2,1287,0,0,1087,0,0,日和莉的小故事第4话,1801,0,0,0,0,0,0,0,30,1001004,0,0,0,1224
0,0,0,0,0,0,0,1001,0,0,2,1287,0,0,1087,0,0,日和莉的小故事第5话,1801,0,0,0,0,0,0,0,40,1001005,0,0,0,1224
0,0,0,0,0,0,0,1001,0,0,2,1287,0,0,1087,0,0,日和莉的小故事第6话,1801,0,0,0,0,0,0,0,60,1001006,0,0,0,1224
0,0,0,0,0,0,0,1001,0,0,2,1287,0,0,1087,0,0,日和莉的小故事第7话,1801,0,0,0,0,0,0,0,60,1001007,0,0,0,1224
0,0,0,0,0,0,0,1001,0,0,2,1287,6,0,1087,0,0,日和莉的小故事第8话,1801,0,0,0,0,0,0,0,90,1001008,0,10,0,1224
0,0,0,0,0,0,0,1001,0,0,2,1287,0,0,1087,0,0,日和莉的小故事第9话,1801,0,0,0,0,0,0,0,80,1001009,0,0,0,1224
0,0,0,0,0,0,0,1001,0,0,2,1287,6,0,1087,0,0,日和莉的小故事第10话,1801,0,0,0,0,0,0,0,80,1001010,0,40,0,1224
0,0,0,0,0,0,0,1001,0,0,2,1287,6,0,1087,0,0,日和莉的小故事第11话,1801,0,0,0,0,0,0,0,80,1001011,0,40,0,1224
0,0,0,0,0,0,0,1001,0,0,2,1287,6,0,1087,0,0,日和莉的小故事第12话,1801,0,0,0,0,0,0,0,200,1001012,0,60,0,1224
0,0,0,0,0,0,0,1002,0,0,4,1226,0,0,1088,0,0,优衣的小故事第2话,1802,1289,0,0,0,0,0,0,15,1002002,0,0,0,1156
0,0,0,0,0,0,0,1002,0,0,4,1226,0,0,1088,0,0,优衣的小故事第3话,1802,1289,0,0,0,0,0,0,30,1002003,0,0,0,1156
0,0,0,0,0,0,0,1002,0,0,4,1226,0,0,1088,0,0,优衣的小故事第4话,1802,1289,0,0,0,0,0,0,30,1002004,0,0,0,1156
0,0,0,0,0,0,0,1002,0,0,4,1226,0,0,1088,0,0,优衣的小故事第5话,1802,1289,0,0,0,0,0,0,40,1002005,0,0,0,1156
0,0,0,0,0,0,0,1002,0,0,4,1226,0,0,1088,0,0,优衣的小故事第6话,1802,1289,0,0,0,0,0,0,60,1002006,0,0,0,1156
0,0,0,0,0,0,0,1002,0,0,4,1226,0,0,1088,0,0,优衣的小故事第7话,1802,1289,0,0,0,0,0,0,60,1002007,0,0,0,1156
0,0,0,0,0,0,0,1002,0,0,4,1226,11,0,1088,0,0,优衣的小故事第8话,1802,1289,0,0,0,0,0,0,90,1002008,0,60,0,1156
0,0,0,0,0,0,0,1002,0,0,4,1226,0,0,1088,0,0,优衣的小故事第9话,1802,1289,0,0,0,0,0,0,80,1002009,0,0,0,1156
0,0,0,0,0,0,0,1002,0,0,4,1226,0,0,1088,0,0,优衣的小故事第10话,1802,1289,0,0,0,0,0,0,140,1002010,0,0,0,1156
0,0,0,0,0,0,0,1002,0,0,4,1226,0,0,1088,0,0,优衣的小故事第11话,1802,1289,0,0,0,0,0,0,140,1002011,0,0,0,1156
0,0,0,0,0,0,0,1002,0,0,4,1226,15,0,1088,0,0,优衣的小故事第12话,1802,1289,0,0,0,0,0,0,240,1002012,0,5,0,1156
0,0,0,0,0,0,0,1003,0,0,2,1225,0,0,1089,0,0,怜的小故事第2话,1140,1288,0,0,0,0,0,0,15,1003002,0,0,0,1803
0,0,0,0,0,0,0,1003,0,0,2,1225,0,0,1089,0,0,怜的小故事第3话,1140,1288,0,0,0,0,0,0,30,1003003,0,0,0,1803
0,0,0,0,0,0,0,1003,0,0,2,1225,0,0,1089,0,0,怜的小故事第4话,1140,1288,0,0,0,0,0,0,30,1003004,0,0,0,1803
0,0,0,0,0,0,0,1003,0,0,2,1225,0,0,1089,0,0,怜的小故事第5话,1140,1288,0,0,0,0,0,0,40,1003005,0,0,0,1803
0,0,0,0,0,0,0,1003,0,0,2,1225,0,0,1089,0,0,怜的小故事第6话,1140,1288,0,0,0,0,0,0,60,1003006,0,0,0,1803
0,0,0,0,0,0,0,1003,0,0,2,1225,0,0,1089,0,0,怜的小故事第7话,1140,1288,0,0,0,0,0,0,60,1003007,0,0,0,1803
0,0,0,0,0,0,0,1003,0,0,2,1225,6,0,1089,0,0,怜的小故事第8话,1140,1288,0,0,0,0,0,0,90,1003008,0,10,0,1803
0,0,0,0,0,0,0,1003,0,0,2,1225,0,0,1089,0,0,怜的小故事第9话,1140,1288,0,0,0,0,0,0,80,1003009,0,0,0,1803
0,0,0,0,0,0,0,1003,0,0,2,1225,6,0,1089,0,0,怜的小故事第10话,1140,1288,0,0,0,0,0,0,100,1003010,0,20,0,1803
0,0,0,0,0,0,0,1003,0,0,2,1225,6,0,1089,0,0,怜的小故事第11话,1140,1288,0,0,0,0,0,0,100,1003011,0,20,0,1803
0,0,0,0,0,0,0,1003,0,0,2,1225,6,0,1089,0,0,怜的小故事第12话,1140,1288,0,0,0,0,0,0,220,1003012,0,40,0,1803
0,0,0,0,0,0,0,1004,0,0,2,0,0,0,1112,0,0,未奏希的小故事第2话,1808,0,0,0,0,0,0,0,15,1004002,0,0,0,1228
0,0,0,0,0,0,0,1004,0,0,2,0,0,0,1112,0,0,未奏希的小故事第3话,1808,0,0,0,0,0,0,0,30,1004003,0,0,0,1228
0,0,0,0,0,0,0,1004,0,0,2,0,0,0,1112,0,0,未奏希的小故事第4话,1808,0,0,0,0,0,0,0,30,1004004,0,0,0,1228
0,0,0,0,0,0,0,1004,0,0,2,0,0,0,1112,0,0,未奏希的小故事第5话,1808,0,0,0,0,0,0,0,40,1004005,0,0,0,1228
0,0,0,0,0,0,0,1004,0,0,2,0,0,0,1112,0,0,未奏希的小故事第6话,1808,0,0,0,0,0,0,0,60,1004006,0,0,0,1228
0,0,0,0,0,0,0,1004,0,0,2,0,0,0,1112,0,0,未奏希的小故事第7话,1808,0,0,0,0,0,0,0,60,1004007,0,0,0,1228
0,0,0,0,0,0,0,1004,0,0,2,0,6,0,1112,0,0,未奏希的小故事第8话,1808,0,0,0,0,0,0,0,90,1004008,0,10,0,1228
0,0,0,0,0,0,0,1004,0,0,2,0,0,0,1112,0,0,未奏希的小故事第9话,1808,0,0,0,0,0,0,0,80,1004009,0,0,0,1228
0,0,0,0,0,0,0,1004,0,0,2,0,6,0,1112,0,0,未奏希的小故事第10话,1808,0,0,0,0,0,0,0,80,1004010,0,40,0,1228
0,0,0,0,0,0,0,1004,0,0,2,0,6,0,1112,0,0,未奏希的小故事第11话,1808,0,0,0,0,0,0,0,80,1004011,0,40,0,1228
0,0,0,0,0,0,0,1004,0,0,2,0,6,0,1112,0,0,未奏希的小故事第12话,1808,0,0,0,0,0,0,0,200,1004012,0,60,0,1228
0,0,0,0,0,0,0,1005,0,0,2,0,0,0,1141,0,0,茉莉的小故事第2话,1239,0,0,0,0,0,0,0,15,1005002,0,0,0,0
0,0,0,0,0,0,0,1005,0,0,2,0,0,0,1141,0,0,茉莉的小故事第3话,1239,0,0,0,0,0,0,0,30,1005003,0,0,0,0
0,0,0,0,0,0,0,1005,0,0,2,0,0,0,1141,0,0,茉莉的小故事第4话,1239,0,0,0,0,0,0,0,30,1005004,0,0,0,0
0,0,0,0,0,0,0,1005,0,0,2,0,0,0,1141,0,0,茉莉的小故事第5话,1239,0,0,0,0,0,0,0,40,1005005,0,0,0,0
0,0,0,0,0,0,0,1005,0,0,2,0,0,0,1141,0,0,茉莉的小故事第6话,1239,0,0,0,0,0,0,0,60,1005006,0,0,0,0
0,0,0,0,0,0,0,1005,0,0,2,0,0,0,1141,0,0,茉莉的小故事第7话,1239,0,0,0,0,0,0,0,60,1005007,0,0,0,0
0,0,0,0,0,0,0,1005,0,0,2,0,6,0,1141,0,0,茉莉的小故事第8话,1239,0,0,0,0,0,0,0,90,1005008,0,10,0,0
0,0,0,0,0,0,0,1005,0,0,2,0,0,0,1141,0,0,茉莉的章节第9话,1239,0,0,0,0,0,0,0,80,1005009,0,0,0,0
0,0,0,0,0,0,0,1005,0,0,2,0,6,0,1141,0,0,茉莉的章节第10话,1239,0,0,0,0,0,0,0,80,1005010,0,40,0,0
0,0,0,0,0,0,0,1005,0,0,2,0,6,0,1141,0,0,茉莉的章节第11话,1239,0,0,0,0,0,0,0,80,1005011,0,40,0,0
0,0,0,0,0,0,0,1005,0,0,2,0,6,0,1141,0,0,茉莉的章节第12话,1239,0,0,0,0,0,0,0,200,1005012,0,60,0,0
0,0,0,0,0,0,0,1006,0,0,4,0,0,0,1137,0,0,茜里的小故事第2话,1240,0,0,0,0,0,0,0,15,1006002,0,0,0,0
0,0,0,0,0,0,0,1006,0,0,4,0,0,0,1137,0,0,茜里的小故事第3话,1240,0,0,0,0,0,0,0,15,1006003,0,0,0,0
0,0,0,0,0,0,0,1006,0,0,4,0,0,0,1137,0,0,茜里的小故事第4话,1240,0,0,0,0,0,0,0,30,1006004,0,0,0,0
0,0,0,0,0,0,0,1006,0,0,4,0,0,0,1137,0,0,茜里的小故事第5话,1240,0,0,0,0,0,0,0,40,1006005,0,0,0,0
0,0,0,0,0,0,0,1006,0,0,4,0,0,0,1137,0,0,茜里的小故事第6话,1240,0,0,0,0,0,0,0,60,1006006,0,0,0,0
0,0,0,0,0,0,0,1006,0,0,4,0,0,0,1137,0,0,茜里的小故事第7话,1240,0,0,0,0,0,0,0,60,1006007,0,0,0,0
0,0,0,0,0,0,0,1006,0,0,4,0,11,0,1137,0,0,茜里的小故事第8话,1240,0,0,0,0,0,0,0,90,1006008,0,60,0,0
0,0,0,0,0,0,0,1006,0,0,4,0,0,0,1137,0,0,茜里的小故事第9话,1240,0,0,0,0,0,0,0,80,1006009,0,0,0,0
0,0,0,0,0,0,0,1006,0,0,4,0,0,0,1137,0,0,茜里的小故事第10话,1240,0,0,0,0,0,0,0,120,1006010,0,0,0,0
0,0,0,0,0,0,0,1006,0,0,4,0,0,0,1137,0,0,茜里的小故事第11话,1240,0,0,0,0,0,0,0,120,1006011,0,0,0,0
0,0,0,0,0,0,0,1006,0,0,4,0,7,0,1137,0,0,茜里的小故事第12话,1240,0,0,0,0,0,0,0,200,1006012,0,30,0,0
0,0,0,0,0,0,0,1007,0,0,2,0,0,0,1082,0,0,宫子的小故事第2话,1199,0,0,0,0,0,0,0,15,1007002,0,0,0,0
0,0,0,0,0,0,0,1007,0,0,2,0,0,0,1082,0,0,宫子的小故事第3话,1199,0,0,0,0,0,0,0,15,1007003,0,0,0,0
0,0,0,0,0,0,0,1007,0,0,2,0,0,0,1082,0,0,宫子的小故事第4话,1199,0,0,0,0,0,0,0,30,1007004,0,0,0,0
0,0,0,0,0,0,0,1007,0,0,2,0,0,0,1082,0,0,宫子的小故事第5话,1199,0,0,0,0,0,0,0,40,1007005,0,0,0,0
0,0,0,0,0,0,0,1007,0,0,2,0,0,0,1082,0,0,宫子的小故事第6话,1199,0,0,0,0,0,0,0,60,1007006,0,0,0,0
0,0,0,0,0,0,0,1007,0,0,2,0,0,0,1082,0,0,宫子的小故事第7话,1199,0,0,0,0,0,0,0,60,1007007,0,0,0,0
0,0,0,0,0,0,0,1007,0,0,2,0,15,0,1082,0,0,宫子的小故事第8话,1199,0,0,0,0,0,0,0,90,1007008,0,5,0,0
0,0,0,0,0,0,0,1007,0,0,2,0,0,0,1082,0,0,宫子的小故事第9话,1199,0,0,0,0,0,0,0,80,1007009,0,0,0,0
0,0,0,0,0,0,0,1007,0,0,2,0,0,0,1082,0,0,宫子的小故事第10话,1199,0,0,0,0,0,0,0,140,1007010,0,0,0,0
0,0,0,0,0,0,0,1007,0,0,2,0,0,0,1082,0,0,宫子的小故事第11话,1199,0,0,0,0,0,0,0,140,1007011,0,0,0,0
0,0,0,0,0,0,0,1007,0,0,2,0,15,0,1082,0,0,宫子的小故事第12话,1199,0,0,0,0,0,0,0,240,1007012,0,5,0,0
0,0,0,0,0,0,0,1008,0,0,4,0,0,0,1176,0,0,雪的小故事第2话,1263,0,0,0,0,0,0,0,15,1008002,0,0,0,0
0,0,0,0,0,0,0,1008,0,0,4,0,0,0,1176,0,0,雪的小故事第3话,1263,0,0,0,0,0,0,0,15,1008003,0,0,0,0
0,0,0,0,0,0,0,1008,0,0,4,0,0,0,1176,0,0,雪的小故事第4话,1263,0,0,0,0,0,0,0,30,1008004,0,0,0,0
0,0,0,0,0,0,0,1008,0,0,4,0,0,0,1176,0,0,雪的小故事第5话,1263,0,0,0,0,0,0,0,40,1008005,0,0,0,0
0,0,0,0,0,0,0,1008,0,0,4,0,0,0,1176,0,0,雪的小故事第6话,1263,0,0,0,0,0,0,0,60,1008006,0,0,0,0
0,0,0,0,0,0,0,1008,0,0,4,0,0,0,1176,0,0,雪的小故事第7话,1263,0,0,0,0,0,0,0,60,1008007,0,0,0,0
0,0,0,0,0,0,0,1008,0,0,4,0,11,0,1176,0,0,雪的小故事第8话,1263,0,0,0,0,0,0,0,90,1008008,0,60,0,0
0,0,0,0,0,0,0,1008,0,0,4,0,0,0,1176,0,0,雪的章节第9话,1263,0,0,0,0,0,0,0,80,1008009,0,0,0,0
0,0,0,0,0,0,0,1008,0,0,4,0,0,0,1176,0,0,雪的章节第10话,1263,0,0,0,0,0,0,0,140,1008010,0,0,0,0
0,0,0,0,0,0,0,1008,0,0,4,0,0,0,1176,0,0,雪的章节第11话,1263,0,0,0,0,0,0,0,140,1008011,0,0,0,0
0,0,0,0,0,0,0,1008,0,0,4,0,7,0,1176,0,0,雪的章节第12话,1263,0,0,0,0,0,0,0,240,1008012,0,10,0,0
0,0,0,0,0,0,0,1009,0,0,4,0,0,0,1132,0,0,杏奈的小故事第2话,1219,0,0,0,0,0,0,0,15,1009002,0,0,0,0
0,0,0,0,0,0,0,1009,0,0,4,0,0,0,1132,0,0,杏奈的小故事第3话,1219,0,0,0,0,0,0,0,15,1009003,0,0,0,0
0,0,0,0,0,0,0,1009,0,0,4,0,0,0,1132,0,0,杏奈的小故事第4话,1219,0,0,0,0,0,0,0,30,1009004,0,0,0,0
0,0,0,0,0,0,0,1009,0,0,4,0,0,0,1132,0,0,杏奈的小故事第5话,1219,0,0,0,0,0,0,0,40,1009005,0,0,0,0
0,0,0,0,0,0,0,1009,0,0,4,0,0,0,1132,0,0,杏奈的小故事第6话,1219,0,0,0,0,0,0,0,60,1009006,0,0,0,0
0,0,0,0,0,0,0,1009,0,0,4,0,0,0,1132,0,0,杏奈的小故事第7话,1219,0,0,0,0,0,0,0,60,1009007,0,0,0,0
0,0,0,0,0,0,0,1009,0,0,4,0,7,0,1132,0,0,杏奈的小故事第8话,1219,0,0,0,0,0,0,0,90,1009008,0,10,0,0
0,0,0,0,0,0,0,1009,0,0,4,0,0,0,1132,0,0,杏奈的章节第9话,1219,0,0,0,0,0,0,0,80,1009009,0,0,0,0
0,0,0,0,0,0,0,1009,0,0,4,0,0,0,1132,0,0,杏奈的章节第10话,1219,0,0,0,0,0,0,0,120,1009010,0,0,0,0
0,0,0,0,0,0,0,1009,0,0,4,0,0,0,1132,0,0,杏奈的章节第11话,1219,0,0,0,0,0,0,0,120,1009011,0,0,0,0
0,0,0,0,0,0,0,1009,0,0,4,0,7,0,1132,0,0,杏奈的章节第12话,1219,0,0,0,0,0,0,0,200,1009012,0,30,0,0
